"slug","name","season"
"millsel01","Elijah Millsap","2017"
"jonesda02","Dahntay Jones","2017"
"jamesle01","LeBron James","2018"
"irvinky01","Kyrie Irving","2018"
"hardeja01","James Harden","2018"
"youngni01","Nick Young","2018"
"gordoer01","Eric Gordon","2018"
"tuckepj01","P.J. Tucker","2018"
"greendr01","Draymond Green","2018"
"thompkl01","Klay Thompson","2018"
"curryst01","Stephen Curry","2018"
"brownja02","Jaylen Brown","2018"
"duranke01","Kevin Durant","2018"
"roziete01","Terry Rozier","2018"
"tatumja01","Jayson Tatum","2018"
"loveke01","Kevin Love","2018"
"anderry01","Ryan Anderson","2018"
"mbahalu01","Luc Mbah a Moute","2018"
"horfoal01","Al Horford","2018"
"arizatr01","Trevor Ariza","2018"
"crowdja01","Jae Crowder","2018"
"paulch01","Chris Paul","2018"
"capelca01","Clint Capela","2018"
"smartma01","Marcus Smart","2018"
"smithjr01","J.R. Smith","2018"
"pachuza01","Zaza Pachulia","2018"
"mccawpa01","Patrick McCaw","2018"
"rosede01","Derrick Rose","2018"
"livinsh01","Shaun Livingston","2018"
"belljo01","Jordan Bell","2018"
"baynear01","Aron Baynes","2018"
"thomptr01","Tristan Thompson","2018"
"westda01","David West","2018"
"shumpim01","Iman Shumpert","2018"
"casspom01","Omri Casspi","2018"
"wadedw01","Dwyane Wade","2018"
"looneke01","Kevon Looney","2018"
"haywago01","Gordon Hayward","2018"
"larkish01","Shane Larkin","2018"
"greenje02","Jeff Green","2018"
"korveky01","Kyle Korver","2018"
"ojelese01","Semi Ojeleye","2018"
"antetgi01","Giannis Antetokounmpo","2018"
"whiteha01","Hassan Whiteside","2018"
"lillada01","Damian Lillard","2018"
"collida01","Darren Collison","2018"
"conlemi01","Mike Conley","2018"
"harrito02","Tobias Harris","2018"
"turnemy01","Myles Turner","2018"
"russeda01","D'Angelo Russell","2018"
"covinro01","Robert Covington","2018"
"davisan02","Anthony Davis","2018"
"couside01","DeMarcus Cousins","2018"
"noelne01","Nerlens Noel","2018"
"bealbr01","Bradley Beal","2018"
"caulewi01","Willie Cauley-Stein","2018"
"schrode01","Dennis Schroder","2018"
"vucevni01","Nikola Vucevic","2018"
"wiggian01","Andrew Wiggins","2018"
"aldrila01","LaMarcus Aldridge","2018"
"oladivi01","Victor Oladipo","2018"
"walljo01","John Wall","2018"
"simmobe01","Ben Simmons","2018"
"brookdi01","Dillon Brooks","2018"
"belinma01","Marco Belinelli","2018"
"booketr01","Trevor Booker","2018"
"connapa01","Pat Connaughton","2018"
"bartowi01","Will Barton","2018"
"gortama01","Marcin Gortat","2018"
"fournev01","Evan Fournier","2018"
"walkeke02","Kemba Walker","2018"
"youngth01","Thaddeus Young","2018"
"murrade01","Dejounte Murray","2018"
"jacksre01","Reggie Jackson","2018"
"sabondo01","Domantas Sabonis","2018"
"oubreke01","Kelly Oubre","2018"
"townska01","Karl-Anthony Towns","2018"
"inglejo01","Joe Ingles","2018"
"rosste01","Terrence Ross","2018"
"brogdma01","Malcolm Brogdon","2018"
"smithde03","Dennis Smith","2018"
"harriga01","Gary Harris","2018"
"dragigo01","Goran Dragic","2018"
"gallola01","Langston Galloway","2018"
"holliro01","Rondae Hollis-Jefferson","2018"
"bareajo01","J.J. Barea","2018"
"collijo01","John Collins","2018"
"drumman01","Andre Drummond","2018"
"gayru01","Rudy Gay","2018"
"burksal01","Alec Burks","2018"
"teaguje01","Jeff Teague","2018"
"embiijo01","Joel Embiid","2018"
"goberru01","Rudy Gobert","2018"
"paytoel01","Elfrid Payton","2018"
"crabbal01","Allen Crabbe","2018"
"hieldbu01","Buddy Hield","2018"
"greenda02","Danny Green","2018"
"anderky01","Kyle Anderson","2018"
"josepco01","Cory Joseph","2018"
"crawfja01","Jamal Crawford","2018"
"napiesh01","Shabazz Napier","2018"
"rubiori01","Ricky Rubio","2018"
"wrighbr03","Brandan Wright","2018"
"gordoaa01","Aaron Gordon","2018"
"linje01","Jeremy Lin","2018"
"turneev01","Evan Turner","2018"
"ellenhe01","Henry Ellenson","2018"
"lambje01","Jeremy Lamb","2018"
"porteot01","Otto Porter","2018"
"meeksjo01","Jodie Meeks","2018"
"cunnida01","Dante Cunningham","2018"
"matthwe02","Wesley Matthews","2018"
"johnsjo02","Joe Johnson","2018"
"favorde01","Derrick Favors","2018"
"barneha02","Harrison Barnes","2018"
"davised01","Ed Davis","2018"
"howardw01","Dwight Howard","2018"
"gasolpa01","Pau Gasol","2018"
"monrogr01","Greg Monroe","2018"
"dellama01","Matthew Dellavedova","2018"
"gasolma01","Marc Gasol","2018"
"johnsja01","James Johnson","2018"
"middlkh01","Khris Middleton","2018"
"aminual01","Al-Farouq Aminu","2018"
"bradlav01","Avery Bradley","2018"
"ginobma01","Manu Ginobili","2018"
"hillge01","George Hill","2018"
"bayleje01","Jerryd Bayless","2018"
"jamesmi02","Mike James","2018"
"olynyke01","Kelly Olynyk","2018"
"hensojo01","John Henson","2018"
"hilarne01","Nene Hilario","2018"
"bookede01","Devin Booker","2018"
"foxde01","De'Aaron Fox","2018"
"waitedi01","Dion Waiters","2018"
"princta02","Taurean Waller-Prince","2018"
"winslju01","Justise Winslow","2018"
"millspa01","Paul Millsap","2018"
"leverca01","Caris LeVert","2018"
"redicjj01","J.J. Redick","2018"
"sefolth01","Thabo Sefolosha","2018"
"ferreyo01","Yogi Ferrell","2018"
"mooreet01","E'Twaun Moore","2018"
"ilyaser01","Ersan Ilyasova","2018"
"zelleco01","Cody Zeller","2018"
"bembrde01","DeAndre' Bembry","2018"
"bjeline01","Nemanja Bjelica","2018"
"dedmode01","Dewayne Dedmon","2018"
"ennisja01","James Ennis","2018"
"isaacjo01","Jonathan Isaac","2018"
"bazemke01","Kent Bazemore","2018"
"swanica01","Caleb Swanigan","2018"
"stoneju01","Julyan Stone","2018"
"templga01","Garrett Temple","2018"
"fultzma01","Markelle Fultz","2018"
"labissk01","Skal Labissiere","2018"
"parsoch01","Chandler Parsons","2018"
"bogdabo02","Bojan Bogdanovic","2018"
"carrode01","DeMarre Carroll","2018"
"mahinia01","Ian Mahinmi","2018"
"stephla01","Lance Stephenson","2018"
"butleji01","Jimmy Butler","2018"
"chandwi01","Wilson Chandler","2018"
"bledser01","Eric Bledsoe","2018"
"simmojo02","Jonathon Simmons","2018"
"evansty01","Tyreke Evans","2018"
"grahatr01","Treveon Graham","2018"
"jokicni01","Nikola Jokic","2018"
"cartevi01","Vince Carter","2018"
"jacksjo02","Josh Jackson","2018"
"mudiaem01","Emmanuel Mudiay","2018"
"muscami01","Mike Muscala","2018"
"augusdj01","D.J. Augustin","2018"
"richajo01","Josh Richardson","2018"
"theisda01","Daniel Theis","2018"
"bacondw01","Dwayne Bacon","2018"
"poweldw01","Dwight Powell","2018"
"harklma01","Maurice Harkless","2018"
"nurkiju01","Jusuf Nurkic","2018"
"babbilu01","Luke Babbitt","2018"
"harride01","Devin Harris","2018"
"hoodro01","Rodney Hood","2018"
"luwawti01","Timothe Luwawu-Cabarrot","2018"
"biyombi01","Bismack Biyombo","2018"
"mitchdo01","Donovan Mitchell","2018"
"plumlma01","Mason Plumlee","2018"
"willima02","Marvin Williams","2018"
"peteral01","Alec Peters","2018"
"scottmi01","Mike Scott","2018"
"danietr01","Troy Daniels","2018"
"leoname01","Meyers Leonard","2018"
"udohek01","Ekpe Udoh","2018"
"snellto01","Tony Snell","2018"
"jonesty01","Tyus Jones","2018"
"murraja01","Jamal Murray","2018"
"acyqu01","Quincy Acy","2018"
"mccontj01","T.J. McConnell","2018"
"millspa02","Patty Mills","2018"
"jacksju01","Justin Jackson","2018"
"magetjo01","Josh Magette","2018"
"warretj01","T.J. Warren","2018"
"laymaja01","Jake Layman","2018"
"moreler01","Eric Moreland","2018"
"clarkia01","Ian Clark","2018"
"nowitdi01","Dirk Nowitzki","2018"
"naderab01","Abdel Nader","2018"
"crawfjo02","Jordan Crawford","2018"
"saricda01","Dario Saric","2018"
"lauvejo01","Joffrey Lauvergne","2018"
"delanma01","Malcolm Delaney","2018"
"greenja01","JaMychal Green","2018"
"farieke01","Kenneth Faried","2018"
"gibsota01","Taj Gibson","2018"
"johnsty01","Tyler Johnson","2018"
"dienggo01","Gorgui Dieng","2018"
"jonesde02","Derrick Jones","2018"
"wilkida02","Damien Wilkins","2018"
"chandty01","Tyson Chandler","2018"
"makerth01","Thon Maker","2018"
"mozgoti01","Timofey Mozgov","2018"
"leuerjo01","Jon Leuer","2018"
"kaminfr01","Frank Kaminsky","2018"
"chalmma01","Mario Chalmers","2018"
"bendedr01","Dragan Bender","2018"
"dinwisp01","Spencer Dinwiddie","2018"
"jacksde01","Demetrius Jackson","2018"
"leaftj01","T.J. Leaf","2018"
"beaslma01","Malik Beasley","2018"
"diallch01","Cheick Diallo","2018"
"forbebr01","Bryn Forbes","2018"
"hernaju01","Juan Hernangomez","2018"
"lylestr01","Trey Lyles","2018"
"paulbr01","Brandon Paul","2018"
"vaughra01","Rashad Vaughn","2018"
"whitede01","Derrick White","2018"
"bertada01","Davis Bertans","2018"
"ellinwa01","Wayne Ellington","2018"
"koufoko01","Kosta Koufos","2018"
"teletmi01","Mirza Teletovic","2018"
"johnsam01","Amir Johnson","2018"
"fraziti01","Tim Frazier","2018"
"smithja02","Jason Smith","2018"
"allento01","Tony Allen","2018"
"holidjr01","Jrue Holiday","2018"
"smithis01","Ish Smith","2018"
"muhamsh01","Shabazz Muhammad","2018"
"finnedo01","Dorian Finney-Smith","2018"
"johnsst04","Stanley Johnson","2018"
"adebaba01","Bam Adebayo","2018"
"harrian01","Andrew Harrison","2018"
"milleda01","Darius Miller","2018"
"richama01","Malachi Richardson","2018"
"ulisty01","Tyler Ulis","2018"
"chrisma01","Marquese Chriss","2018"
"martija01","Jarell Martin","2018"
"monkma01","Malik Monk","2018"
"valanjo01","Jonas Valanciunas","2018"
"griffbl01","Blake Griffin","2018"
"westbru01","Russell Westbrook","2018"
"porzikr01","Kristaps Porzingis","2018"
"jordade01","DeAndre Jordan","2018"
"georgpa01","Paul George","2018"
"adamsst01","Steven Adams","2018"
"milescj01","C.J. Miles","2018"
"wrighde01","Delon Wright","2018"
"lopezro01","Robin Lopez","2018"
"lopezbr01","Brook Lopez","2018"
"lowryky01","Kyle Lowry","2018"
"anthoca01","Carmelo Anthony","2018"
"willilo02","Lou Williams","2018"
"markkla01","Lauri Markkanen","2018"
"clarkjo01","Jordan Clarkson","2018"
"nancela02","Larry Nance","2018"
"powelno01","Norman Powell","2018"
"holidju01","Justin Holiday","2018"
"johnswe01","Wesley Johnson","2018"
"anunoog01","OG Anunoby","2018"
"gallida01","Danilo Gallinari","2018"
"derozde01","DeMar DeRozan","2018"
"roberan03","Andre Roberson","2018"
"grantje02","Jerian Grant","2018"
"kanteen01","Enes Kanter","2018"
"kuzmaky01","Kyle Kuzma","2018"
"pondequ01","Quincy Pondexter","2018"
"beverpa01","Patrick Beverley","2018"
"johnsda04","Dakari Johnson","2018"
"leeco01","Courtney Lee","2018"
"ibakase01","Serge Ibaka","2018"
"randlju01","Julius Randle","2018"
"feltora01","Raymond Felton","2018"
"oquinky01","Kyle O'Quinn","2018"
"ingrabr01","Brandon Ingram","2018"
"nwabada01","David Nwaba","2018"
"mcderdo01","Doug McDermott","2018"
"reedwi02","Willie Reed","2018"
"bakerro01","Ron Baker","2018"
"valende01","Denzel Valentine","2018"
"zipsepa01","Paul Zipser","2018"
"ennisty01","Tyler Ennis","2018"
"balllo01","Lonzo Ball","2018"
"teodomi01","Milos Teodosic","2018"
"carusal01","Alex Caruso","2018"
"beaslmi01","Michael Beasley","2018"
"blakean01","Antonio Blakeney","2018"
"denglu01","Luol Deng","2018"
"harremo01","Montrezl Harrell","2018"
"hernawi01","Willy Hernangomez","2018"
"grantje01","Jerami Grant","2018"
"siakapa01","Pascal Siakam","2018"
"feldeka01","Kay Felder","2018"
"thornsi01","Sindarius Thornwell","2018"
"breweco01","Corey Brewer","2018"
"dekkesa01","Sam Dekker","2018"
"sessira01","Ramon Sessions","2018"
"mckinal01","Alfonzo McKinnie","2018"
"vanvlfr01","Fred VanVleet","2018"
"feliccr01","Cristiano Felicio","2018"
"huestjo01","Josh Huestis","2018"
"bogutan01","Andrew Bogut","2018"
"dotsoda01","Damyean Dotson","2018"
"poeltja01","Jakob Poeltl","2018"
"arcidry01","Ryan Arcidiacono","2018"
"hardati02","Tim Hardaway","2018"
"abrinal01","Alex Abrines","2018"
"thomala01","Lance Thomas","2018"
"pattepa01","Patrick Patterson","2018"
"fergute01","Terrance Ferguson","2018"
"ntilila01","Frank Ntilikina","2018"
"riverau01","Austin Rivers","2018"
"mccolcj01","CJ McCollum","2018"
"harrijo01","Joe Harris","2018"
"allenja01","Jarrett Allen","2018"
"kennalu01","Luke Kennard","2018"
"iguodan01","Andre Iguodala","2018"
"randoza01","Zach Randolph","2018"
"obryajo01","Johnny O'Bryant","2018"
"jeffeal01","Al Jefferson","2018"
"mejrisa01","Salah Mejri","2018"
"fryech01","Channing Frye","2018"
"terryja01","Jason Terry","2018"
"clavegi01","Gian Clavell","2018"
"youngjo01","Joe Young","2018"
"afflaar01","Arron Afflalo","2018"
"macksh01","Shelvin Mack","2018"
"speigma01","Marreese Speights","2018"
"birdja01","Jabari Bird","2018"
"brownst02","Sterling Brown","2018"
"lenal01","Alex Len","2018"
"mcgeeja01","JaVale McGee","2018"
"hezonma01","Mario Hezonja","2018"
"poythal01","Alex Poythress","2018"
"anderju01","Justin Anderson","2018"
"anigbik01","Ike Anigbogu","2018"
"caldejo01","Jose Calderon","2018"
"hartjo01","Josh Hart","2018"
"osmande01","Cedi Osman","2018"
"wilsodj01","D.J. Wilson","2018"
"brussni01","Nicolas Brussino","2018"
"yabusgu01","Guerschon Yabusele","2018"
"dorsety01","Tyler Dorsey","2018"
"colliza01","Zach Collins","2018"
"noguelu01","Lucas Nogueira","2018"
"okafoja01","Jahlil Okafor","2018"
"tollian01","Anthony Tolliver","2018"
"zizican01","Ante Zizic","2018"
"blackta01","Tarik Black","2018"
"mickejo01","Jordan Mickey","2018"
"johnsbr02","Brice Johnson","2018"
"klebima01","Maxi Kleber","2018"
"netora01","Raul Neto","2018"
"masonfr01","Frank Mason","2018"
"witheje01","Jeff Withey","2018"
"cookqu01","Quinn Cook","2018"
"birchkh01","Khem Birch","2018"
"marjabo01","Boban Marjanovic","2018"
"sampsja02","JaKarr Sampson","2018"
"brownbo02","Bobby Brown","2018"
"cabocbr01","Bruno Caboclo","2018"
"onealro01","Royce O'Neale","2018"
"qizh01","Zhou Qi","2018"
"willitr02","Troy Williams","2018"
"stausni01","Nik Stauskas","2018"
"liggide01","DeAndre Liggins","2018"
"iwundwe01","Wesley Iwundu","2018"
"caldwke01","Kentavious Caldwell-Pope","2018"
"nelsoja01","Jameer Nelson","2018"
"taylois01","Isaiah Taylor","2018"
"bogdabo01","Bogdan Bogdanovic","2018"
"satorto01","Tomas Satoransky","2018"
"paytoga02","Gary Payton","2018"
"dudleja01","Jared Dudley","2018"
"brookaa01","Aaron Brooks","2018"
"jackja01","Jarrett Jack","2018"
"aldrico01","Cole Aldrich","2018"
"jerebjo01","Jonas Jerebko","2018"
"georgma01","Marcus Georges-Hunt","2018"
"kilpase01","Sean Kilpatrick","2018"
"whiteok01","Okaro White","2018"
"canaais01","Isaiah Canaan","2018"
"mathima01","Mangok Mathiang","2018"
"paigema01","Marcus Paige","2018"
"kiddgmi01","Michael Kidd-Gilchrist","2018"
"zellety01","Tyler Zeller","2018"
"dunnkr01","Kris Dunn","2018"
"davisde01","Deyonta Davis","2018"
"smithjo03","Josh Smith","2018"
"collini01","Nick Collison","2018"
"cookech01","Charles Cooke","2018"
"rabbiv01","Ivan Rabb","2018"
"jonesja04","Jalen Jones","2018"
"bullore01","Reggie Bullock","2018"
"mcculch01","Chris McCullough","2018"
"jefferi01","Richard Jefferson","2018"
"wileyja01","Jacob Wiley","2018"
"whiteis01","Isaiah Whitehead","2018"
"papagge01","Georgios Papagiannis","2018"
"evansja01","Jawun Evans","2018"
"arthuda01","Darrell Arthur","2018"
"zubaciv01","Ivica Zubac","2018"
"vonleno01","Noah Vonleh","2018"
"holmeri01","Richaun Holmes","2018"
"morrima03","Marcus Morris","2018"
"morrima02","Markieff Morris","2018"
"cavanty01","Tyler Cavanaugh","2018"
"bradlto01","Tony Bradley","2018"
"cartemi01","Michael Carter-Williams","2018"
"hillida01","Darrun Hilliard","2018"
"waltode01","Derrick Walton","2018"
"portibo01","Bobby Portis","2018"
"kuzmimi01","Mindaugas Kuzminskas","2018"
"blueva01","Vander Blue","2018"
"willicj01","C.J. Williams","2018"
"seldewa01","Wayne Selden","2018"
"costema01","Matt Costello","2018"
"mclembe01","Ben McLemore","2018"
"korkmfu01","Furkan Korkmaz","2018"
"mcadoja01","James Michael McAdoo","2018"
"singlky01","Kyle Singler","2018"
"rondora01","Rajon Rondo","2018"
"batumni01","Nicolas Batum","2018"
"hamilda02","Daniel Hamilton","2018"
"brownlo01","Lorenzo Brown","2018"
"clevean01","Antonius Cleveland","2018"
"woltena01","Nate Wolters","2018"
"cooleja01","Jack Cooley","2018"
"bolomjo01","Joel Bolomboy","2018"
"hasleud01","Udonis Haslem","2018"
"wilsoja02","Jamil Wilson","2018"
"lydonty01","Tyler Lydon","2018"
"pulleja01","Jacob Pullen","2018"
"hollajo02","John Holland","2018"
"weberbr01","Briante Weber","2018"
"asikom01","Omer Asik","2018"
"plumlmi01","Miles Plumlee","2018"
"parketo01","Tony Parker","2018"
"noahjo01","Joakim Noah","2018"
"craigto01","Torrey Craig","2018"
"simmoko01","Kobi Simmons","2018"
"huntevi01","Vince Hunter","2018"
"mirotni01","Nikola Mirotic","2018"
"houseda01","Danuel House","2018"
"allenka01","Kadeem Allen","2018"
"leonaka01","Kawhi Leonard","2018"
"morrimo01","Monte Morris","2018"
"perralo01","London Perrantes","2018"
"paynead01","Adreian Payne","2018"
"artisja01","Jamel Artis","2018"
"motlejo01","Johnathan Motley","2018"
"colliky01","Kyle Collinsworth","2018"
"jonesda03","Damian Jones","2018"
"millema01","Malcolm Miller","2018"
"bryanth01","Thomas Bryant","2018"
"willima05","Matt Williams","2018"
"mitrona01","Naz Mitrou-Long","2018"
"doylemi01","Milton Doyle","2018"
"buyckdw01","Dwight Buycks","2018"
"greenge01","Gerald Green","2018"
"montelu01","Luis Montero","2018"
"thomais02","Isaiah Thomas","2018"
"wallaty01","Tyrone Wallace","2018"
"mcrobjo01","Josh McRoberts","2018"
"lavinza01","Zach LaVine","2018"
"reedda01","Davon Reed","2018"
"burketr01","Trey Burke","2018"
"hunterj01","R.J. Hunter","2018"
"plumlma02","Marshall Plumlee","2018"
"youngja01","James Young","2018"
"munfoxa02","Xavier Munford","2018"
"henrymy01","Myke Henry","2018"
"hayesni01","Nigel Hayes","2018"
"eddieja01","Jarell Eddie","2018"
"moorebe01","Ben Moore","2018"
"drewla02","Larry Drew","2018"
"webbja01","James Webb","2018"
"niangge01","Georges Niang","2018"
"parkeja01","Jabari Parker","2018"
"grayjo01","Josh Gray","2018"
"brownma02","Markel Brown","2018"
"okafoem01","Emeka Okafor","2018"
"hearnre01","Reggie Hearn","2018"
"mccreer01","Erik McCree","2018"
"kornelu01","Luke Kornet","2018"
"hicksis01","Isaiah Hicks","2018"
"doziepj01","PJ Dozier","2018"
"whitean01","Andrew White","2018"
"payneca01","Cameron Payne","2018"
"harrish01","Shaquille Harrison","2018"
"robingl02","Glenn Robinson","2018"
"mckintr01","Trey McKinney-Jones","2018"
"lemonwa01","Walt Lemon","2018"
"mcgruro01","Rodney McGruder","2018"
"morrija01","Jaylen Morris","2018"
"weartr01","Travis Wear","2018"
"hopsosc01","Scotty Hopson","2018"
"rathaxa01","Xavier Rathan-Mayes","2018"
"baldwwa01","Wade Baldwin","2018"
"purviro01","Rodney Purvis","2018"
"warneja01","Jameel Warney","2018"
"willide02","Derrick Williams","2018"
"jennibr01","Brandon Jennings","2018"
"leeda03","Damion Lee","2018"
"bouchch01","Chris Boucher","2018"
"exumda01","Dante Exum","2018"
"hillso01","Solomon Hill","2018"
"harriaa01","Aaron Harrison","2018"
"stockda01","David Stockton","2018"
"willial03","Alan Williams","2018"
"brookma01","MarShon Brooks","2018"
"teaguma01","Marquis Teague","2018"
"silasxa01","Xavier Silas","2018"
"brownan02","Anthony Brown","2018"
"pattoju01","Justin Patton","2018"
"quartti01","Tim Quarterman","2018"
"evansje01","Jeremy Evans","2018"
"gibsojo01","Jonathan Gibson","2018"
"johnsom01","Omari Johnson","2018"
"ingraan01","Andre Ingram","2018"
"sumneed01","Edmond Sumner","2018"
"perkike01","Kendrick Perkins","2018"
"robinde01","Devin Robinson","2018"
"jacksaa01","Aaron Jackson","2018"
"onuakch01","Chinanu Onuaku","2018"
"lawsoty01","Ty Lawson","2018"
"curryst01","Stephen Curry","2019"
"simmobe01","Ben Simmons","2019"
"duranke01","Kevin Durant","2019"
"tatumja01","Jayson Tatum","2019"
"schrode01","Dennis Schroder","2019"
"adamsst01","Steven Adams","2019"
"georgpa01","Paul George","2019"
"morrima03","Marcus Morris","2019"
"embiijo01","Joel Embiid","2019"
"looneke01","Kevon Looney","2019"
"jonesda03","Damian Jones","2019"
"roziete01","Terry Rozier","2019"
"haywago01","Gordon Hayward","2019"
"redicjj01","J.J. Redick","2019"
"horfoal01","Al Horford","2019"
"baynear01","Aron Baynes","2019"
"grantje01","Jerami Grant","2019"
"noelne01","Nerlens Noel","2019"
"johnsam01","Amir Johnson","2019"
"livinsh01","Shaun Livingston","2019"
"brownja02","Jaylen Brown","2019"
"smartma01","Marcus Smart","2019"
"covinro01","Robert Covington","2019"
"pattepa01","Patrick Patterson","2019"
"abrinal01","Alex Abrines","2019"
"iguodan01","Andre Iguodala","2019"
"diallha01","Hamidou Diallo","2019"
"mccontj01","T.J. McConnell","2019"
"feltora01","Raymond Felton","2019"
"wanambr01","Brad Wanamaker","2019"
"greendr01","Draymond Green","2019"
"belljo01","Jordan Bell","2019"
"cookqu01","Quinn Cook","2019"
"irvinky01","Kyrie Irving","2019"
"fultzma01","Markelle Fultz","2019"
"thompkl01","Klay Thompson","2019"
"ojelese01","Semi Ojeleye","2019"
"boldejo01","Jonah Bolden","2019"
"korkmfu01","Furkan Korkmaz","2019"
"yabusgu01","Guerschon Yabusele","2019"
"theisda01","Daniel Theis","2019"
"mckinal01","Alfonzo McKinnie","2019"
"fergute01","Terrance Ferguson","2019"
"jerebjo01","Jonas Jerebko","2019"
"saricda01","Dario Saric","2019"
"shamela01","Landry Shamet","2019"
"davisan02","Anthony Davis","2019"
"walkeke02","Kemba Walker","2019"
"bookede01","Devin Booker","2019"
"hardati02","Tim Hardaway","2019"
"mirotni01","Nikola Mirotic","2019"
"lowryky01","Kyle Lowry","2019"
"teaguje01","Jeff Teague","2019"
"arizatr01","Trevor Ariza","2019"
"griffbl01","Blake Griffin","2019"
"caulewi01","Willie Cauley-Stein","2019"
"aytonde01","Deandre Ayton","2019"
"randlju01","Julius Randle","2019"
"leverca01","Caris LeVert","2019"
"goberru01","Rudy Gobert","2019"
"inglejo01","Joe Ingles","2019"
"jokicni01","Nikola Jokic","2019"
"hardeja01","James Harden","2019"
"gordoaa01","Aaron Gordon","2019"
"dragigo01","Goran Dragic","2019"
"drumman01","Andre Drummond","2019"
"butleji01","Jimmy Butler","2019"
"paulch01","Chris Paul","2019"
"kanteen01","Enes Kanter","2019"
"middlkh01","Khris Middleton","2019"
"bjeline01","Nemanja Bjelica","2019"
"osmande01","Cedi Osman","2019"
"aldrila01","LaMarcus Aldridge","2019"
"vonleno01","Noah Vonleh","2019"
"foxde01","De'Aaron Fox","2019"
"mooreet01","E'Twaun Moore","2019"
"favorde01","Derrick Favors","2019"
"dinwisp01","Spencer Dinwiddie","2019"
"gordoer01","Eric Gordon","2019"
"poweldw01","Dwight Powell","2019"
"derozde01","DeMar DeRozan","2019"
"tuckepj01","P.J. Tucker","2019"
"allenja01","Jarrett Allen","2019"
"antetgi01","Giannis Antetokounmpo","2019"
"marjabo01","Boban Marjanovic","2019"
"bartowi01","Will Barton","2019"
"harrito02","Tobias Harris","2019"
"bogdabo02","Bojan Bogdanovic","2019"
"gayru01","Rudy Gay","2019"
"monkma01","Malik Monk","2019"
"leonaka01","Kawhi Leonard","2019"
"bambamo01","Mohamed Bamba","2019"
"harriga01","Gary Harris","2019"
"burksal01","Alec Burks","2019"
"gasolma01","Marc Gasol","2019"
"jacksjo02","Josh Jackson","2019"
"matthwe02","Wesley Matthews","2019"
"hillge01","George Hill","2019"
"jacksja02","Jaren Jackson","2019"
"dienggo01","Gorgui Dieng","2019"
"sabondo01","Domantas Sabonis","2019"
"jordade01","DeAndre Jordan","2019"
"wiggian01","Andrew Wiggins","2019"
"bledser01","Eric Bledsoe","2019"
"bareajo01","J.J. Barea","2019"
"siakapa01","Pascal Siakam","2019"
"princta02","Taurean Waller-Prince","2019"
"evansty01","Tyreke Evans","2019"
"finnedo01","Dorian Finney-Smith","2019"
"paytoel01","Elfrid Payton","2019"
"ilyaser01","Ersan Ilyasova","2019"
"josepco01","Cory Joseph","2019"
"oladivi01","Victor Oladipo","2019"
"whiteha01","Hassan Whiteside","2019"
"richajo01","Josh Richardson","2019"
"burketr01","Trey Burke","2019"
"gilgesh01","Shai Gilgeous-Alexander","2019"
"greenda02","Danny Green","2019"
"mitchdo01","Donovan Mitchell","2019"
"trieral01","Allonzo Trier","2019"
"crowdja01","Jae Crowder","2019"
"greenja01","JaMychal Green","2019"
"jacksre01","Reggie Jackson","2019"
"millspa01","Paul Millsap","2019"
"bazemke01","Kent Bazemore","2019"
"exumda01","Dante Exum","2019"
"lopezbr01","Brook Lopez","2019"
"warretj01","T.J. Warren","2019"
"willilo02","Lou Williams","2019"
"youngth01","Thaddeus Young","2019"
"bertada01","Davis Bertans","2019"
"harrijo01","Joe Harris","2019"
"turnemy01","Myles Turner","2019"
"davised01","Ed Davis","2019"
"gallida01","Danilo Gallinari","2019"
"mcderdo01","Doug McDermott","2019"
"kiddgmi01","Michael Kidd-Gilchrist","2019"
"gasolpa01","Pau Gasol","2019"
"hernaju01","Juan Hernangomez","2019"
"belinma01","Marco Belinelli","2019"
"loveke01","Kevin Love","2019"
"spellom01","Omari Spellman","2019"
"augusdj01","D.J. Augustin","2019"
"holidjr01","Jrue Holiday","2019"
"hieldbu01","Buddy Hield","2019"
"smithde03","Dennis Smith","2019"
"ferreyo01","Yogi Ferrell","2019"
"lylestr01","Trey Lyles","2019"
"adebaba01","Bam Adebayo","2019"
"valanjo01","Jonas Valanciunas","2019"
"vanvlfr01","Fred VanVleet","2019"
"conlemi01","Mike Conley","2019"
"simmojo02","Jonathon Simmons","2019"
"clarkjo01","Jordan Clarkson","2019"
"pachuza01","Zaza Pachulia","2019"
"parketo01","Tony Parker","2019"
"vucevni01","Nikola Vucevic","2019"
"hezonma01","Mario Hezonja","2019"
"divindo01","Donte DiVincenzo","2019"
"morrimo01","Monte Morris","2019"
"hernawi01","Willy Hernangomez","2019"
"hoodro01","Rodney Hood","2019"
"canaais01","Isaiah Canaan","2019"
"forbebr01","Bryn Forbes","2019"
"klebima01","Maxi Kleber","2019"
"brogdma01","Malcolm Brogdon","2019"
"lambje01","Jeremy Lamb","2019"
"linje01","Jeremy Lin","2019"
"capelca01","Clint Capela","2019"
"ibakase01","Serge Ibaka","2019"
"zelleco01","Cody Zeller","2019"
"batumni01","Nicolas Batum","2019"
"fournev01","Evan Fournier","2019"
"gortama01","Marcin Gortat","2019"
"plumlmi01","Miles Plumlee","2019"
"gibsota01","Taj Gibson","2019"
"youngtr01","Trae Young","2019"
"zizican01","Ante Zizic","2019"
"ntilila01","Frank Ntilikina","2019"
"kennalu01","Luke Kennard","2019"
