slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
walkeke02,Kemba Walker,POINT GUARD,28,CHARLOTTE HORNETS,82,82,2863,731,1684,260,731,380,450,52,309,484,102,34,211,131
walkelo01,Lonnie Walker,SHOOTING GUARD,20,SAN ANTONIO SPURS,17,0,118,16,46,5,13,8,10,0,17,9,7,3,4,7
walljo01,John Wall,POINT GUARD,28,WASHINGTON WIZARDS,32,32,1104,245,552,51,169,122,175,15,101,279,49,29,121,71
wallaty01,Tyrone Wallace,POINT GUARD,24,LOS ANGELES CLIPPERS,62,0,628,92,217,4,19,30,57,20,81,42,21,7,36,83
princta02,Taurean Waller-Prince,SMALL FORWARD,24,ATLANTA HAWKS,55,47,1552,262,594,123,315,95,116,22,177,118,53,19,100,141
wanambr01,Brad Wanamaker,POINT GUARD,29,BOSTON CELTICS,36,0,343,50,105,16,39,24,28,3,38,56,12,2,19,34
warretj01,T.J. Warren,SMALL FORWARD,25,PHOENIX SUNS,43,36,1360,297,611,77,180,101,124,31,143,64,51,29,52,119
washbju01,Julian Washburn,SMALL FORWARD,27,MEMPHIS GRIZZLIES,18,3,254,16,48,5,24,3,4,8,33,14,13,2,7,16
watanyu01,Yuta Watanabe,SMALL FORWARD,24,MEMPHIS GRIZZLIES,15,0,174,15,51,2,16,7,10,4,27,8,4,1,6,11
welshth01,Thomas Welsh,CENTER,22,DENVER NUGGETS,11,0,36,7,13,3,7,1,2,0,4,5,0,0,1,3
westbru01,Russell Westbrook,POINT GUARD,30,OKLAHOMA CITY THUNDER,73,73,2630,630,1473,119,411,296,451,109,698,784,142,33,325,245
whitede01,Derrick White,POINT GUARD,24,SAN ANTONIO SPURS,67,55,1728,260,543,48,142,95,123,35,212,263,67,47,97,145
whiteok01,Okaro White,POWER FORWARD,26,WASHINGTON WIZARDS,3,0,6,0,2,0,2,0,0,1,1,0,0,0,0,0
whiteha01,Hassan Whiteside,CENTER,29,MIAMI HEAT,72,53,1674,388,680,2,16,109,243,257,560,56,46,136,97,192
wiggian01,Andrew Wiggins,SMALL FORWARD,23,MINNESOTA TIMBERWOLVES,73,73,2543,498,1209,118,348,207,296,83,269,184,70,48,138,153
willial03,Alan Williams,POWER FORWARD,26,BROOKLYN NETS,5,0,26,8,13,0,1,2,4,4,15,3,1,0,1,2
willicj01,C.J. Williams,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,15,0,128,17,35,5,16,0,1,1,7,12,6,0,5,16
willijo04,Johnathan Williams,CENTER,23,LOS ANGELES LAKERS,24,0,372,65,110,0,2,27,48,48,51,13,8,7,16,62
willike04,Kenrich Williams,SMALL FORWARD,24,NEW ORLEANS PELICANS,46,29,1079,107,279,52,156,13,19,55,164,83,45,19,36,95
willilo02,Lou Williams,SHOOTING GUARD,32,LOS ANGELES CLIPPERS,75,1,1993,484,1138,105,291,425,485,40,182,402,57,11,181,80
willima02,Marvin Williams,POWER FORWARD,32,CHARLOTTE HORNETS,75,75,2133,275,652,140,382,66,86,76,331,92,71,61,47,156
williro04,Robert Williams,CENTER,21,BOSTON CELTICS,32,2,283,36,51,0,0,9,15,27,54,7,9,40,10,36
willitr02,Troy Williams,SMALL FORWARD,24,SACRAMENTO KINGS,21,0,312,44,98,14,44,9,15,12,47,11,10,8,9,37
wilsodj01,D.J. Wilson,POWER FORWARD,22,MILWAUKEE BUCKS,48,3,882,104,251,46,127,26,47,45,177,52,18,20,32,85
winslju01,Justise Winslow,SMALL FORWARD,22,MIAMI HEAT,66,52,1959,324,749,96,256,86,137,63,292,282,72,19,142,177
woodch01,Christian Wood,POWER FORWARD,23,MILWAUKEE BUCKS,13,0,62,12,25,3,5,10,15,4,16,2,0,0,3,3
woodch01,Christian Wood,POWER FORWARD,23,NEW ORLEANS PELICANS,8,2,189,49,92,6,21,31,41,13,50,6,7,10,14,14
wrighde01,Delon Wright,POINT GUARD,26,TORONTO RAPTORS,49,2,897,127,293,30,90,53,61,39,86,110,46,15,37,53
wrighde01,Delon Wright,POINT GUARD,26,MEMPHIS GRIZZLIES,26,11,802,115,265,20,78,66,89,29,112,138,42,15,40,50
yabusgu01,Guerschon Yabusele,POWER FORWARD,23,BOSTON CELTICS,41,1,251,35,77,9,28,15,22,23,30,15,8,7,15,32
youngni01,Nick Young,SHOOTING GUARD,33,DENVER NUGGETS,4,0,37,3,9,3,8,0,0,0,1,2,0,1,2,4
youngth01,Thaddeus Young,POWER FORWARD,30,INDIANA PACERS,81,81,2489,443,841,51,146,87,135,192,331,204,123,36,123,194
youngtr01,Trae Young,POINT GUARD,20,ATLANTA HAWKS,81,81,2503,525,1256,156,482,343,414,64,237,653,72,15,308,140
zelleco01,Cody Zeller,CENTER,26,CHARLOTTE HORNETS,49,47,1243,190,345,6,22,111,141,110,223,102,38,41,62,164
zellety01,Tyler Zeller,CENTER,29,ATLANTA HAWKS,2,0,11,0,2,0,1,0,0,2,4,1,0,0,0,4
zellety01,Tyler Zeller,CENTER,29,MEMPHIS GRIZZLIES,4,1,82,16,28,0,0,14,18,9,9,3,1,3,4,16
zizican01,Ante Zizic,CENTER,22,CLEVELAND CAVALIERS,59,25,1082,183,331,0,0,93,132,108,212,53,13,22,61,113
zubaciv01,Ivica Zubac,CENTER,21,LOS ANGELES LAKERS,33,12,516,112,193,0,0,57,66,54,108,25,4,27,33,73
zubaciv01,Ivica Zubac,CENTER,21,LOS ANGELES CLIPPERS,26,25,524,100,186,0,0,44,60,61,139,38,10,24,37,64
